ids,name,goal,pledged,main_category,state,slug,disable_communication,country,currency,currency_symbol,currency_trailing_code,deadline,month_deadline,state_changed_at,created_at,launched,year_launched,month_launched,staff_pick,backers,static_usd_rate,usd_pledged,spotlight,name_len,name_len_clean,blurb_len,blurb_len_clean,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_yr,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_yr,state_changed_at_hr,created_at_month,created_at_day,created_at_yr,created_at_hr,launched_at_month,launched_at_day,launched_at_yr,launched_at_hr,create_to_launch,launch_to_deadline,launch_to_state_change,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,category
1514636881,Isdebatable.com,10000,80,Technology,failed,isdebatablecom,FALSE,CA,CAD,$,TRUE,2017-02-03 21:00,February,2017-02-03 21:00,2016-11-30 19:50,2016-12-05,2016,December,FALSE,2,0.75240299,60.1922392,FALSE,1,1,23,14,Friday,Friday,Wednesday,Monday,2,3,2017,21,2,3,2017,21,11,30,2016,19,12,5,2016,21,5 days 01:09:42.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,5,60,60,0,Web
1518470507,weddingkickstarter.tk to help people have the perfect day.,20000,0,Technology,failed,weddingkickstartertk-to-help-people-have-the-perfe,FALSE,CA,CAD,$,TRUE,2015-04-12 5:00,April,2015-04-12 5:00,2015-03-05 17:20,2015-03-13,2015,March,FALSE,0,0.7843857,0,FALSE,8,5,25,16,Sunday,Sunday,Thursday,Friday,4,12,2015,5,4,12,2015,5,3,5,2015,17,3,13,2015,5,7 days 11:40:26.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,7,30,30,0,Web
1523215551,Interactive LED Beer Pong Table Kit (BPT X5),1250,76289,Technology,successful,interactive-led-beer-pong-table-kit-bpt-x5,FALSE,CA,CAD,$,TRUE,2015-05-10 11:19,May,2015-05-10 11:19,2015-01-06 23:41,2015-04-10,2015,April,FALSE,146,0.79727269,60823.13625,TRUE,8,8,14,11,Sunday,Sunday,Tuesday,Friday,5,10,2015,11,5,10,2015,11,1,6,2015,23,4,10,2015,11,93 days 11:37:19.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,93,30,30,1,DIY Electronics
1526401481,MeetingGeeks.com Social Site,5000,200,Technology,failed,meetinggeekscom-social-site,FALSE,CA,CAD,$,TRUE,2016-09-30 22:59,September,2016-09-30 22:59,2016-06-22 17:48,2016-08-18,2016,August,FALSE,2,0.77718435,155.43687,FALSE,3,3,21,12,Friday,Friday,Wednesday,Thursday,9,30,2016,22,9,30,2016,22,6,22,2016,17,8,18,2016,19,57 days 01:42:25.000000000,43 days 03:28:14.000000000,43 days 03:28:14.000000000,57,43,43,0,Web
1527840226,Personal Neckband Cooler/Warmer,100000,1,Technology,failed,personal-neck-cooler-heater,FALSE,CA,CAD,$,TRUE,2016-05-13 16:37,May,2016-05-13 16:37,2016-03-13 6:36,2016-03-14,2016,March,FALSE,1,0.75682238,0.75682238,FALSE,3,3,18,12,Friday,Friday,Sunday,Monday,5,13,2016,16,5,13,2016,16,3,13,2016,6,3,14,2016,16,1 days 10:00:41.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,1,60,60,0,Wearables
1539450952,The World's Smartest Modular WiFi + Bluetooth Wearable Ring,5000,2296,Technology,failed,the-worlds-smartest-modular-wifi-bluetooth-wearabl,FALSE,CA,CAD,$,TRUE,2017-01-22 22:59,January,2017-01-22 22:59,2016-11-02 13:22,2016-12-16,2016,December,FALSE,14,0.75031082,1722.713643,FALSE,9,9,23,18,Sunday,Sunday,Wednesday,Friday,1,22,2017,22,1,22,2017,22,11,2,2016,13,12,16,2016,23,44 days 09:55:29.000000000,36 days 23:41:27.000000000,36 days 23:41:27.000000000,44,36,36,0,Wearables
1539704355,Ubagall  -  Specialized Local Search,12500,55,Technology,failed,ubagall-specialized-local-search,FALSE,CA,CAD,$,TRUE,2015-07-25 2:01,July,2015-07-25 2:01,2015-06-01 21:14,2015-06-10,2015,June,FALSE,2,0.80592451,44.32584805,FALSE,5,5,19,16,Saturday,Saturday,Monday,Wednesday,7,25,2015,2,7,25,2015,2,6,1,2015,21,6,10,2015,2,8 days 04:47:33.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,8,45,45,0,Web
1545177512,University World,5000,0,Technology,failed,university-world,FALSE,CA,CAD,$,TRUE,2015-04-25 11:46,April,2015-04-25 11:46,2015-02-23 15:19,2015-02-24,2015,February,FALSE,0,0.79662359,0,FALSE,2,2,18,14,Saturday,Saturday,Monday,Tuesday,4,25,2015,11,4,25,2015,11,2,23,2015,15,2,24,2015,11,0 days 20:27:07.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,0,60,60,0,Web
1545598521,Maximo Robot Arm - Get a Robot on Your Desktop for 290$USD,25000,12047,Technology,failed,maximo-robot-arm,FALSE,CA,CAD,$,TRUE,2016-03-19 14:13,March,2016-03-19 14:13,2016-01-18 14:38,2016-02-18,2016,February,TRUE,48,0.72175432,8694.974293,FALSE,12,9,16,11,Saturday,Saturday,Monday,Thursday,3,19,2016,14,3,19,2016,14,1,18,2016,14,2,18,2016,14,30 days 23:34:44.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,30,30,30,0,Robots
1547394694,Naked Case: World's 1st iPhone 7 Scratch-Resistant Skin,11250,23540,Design,successful,naked-case-worlds-1st-jet-black-iphone-7-scratch-f,FALSE,CA,CAD,$,TRUE,2016-10-31 22:59,October,2016-10-31 22:59,2016-09-28 16:15,2016-10-10,2016,October,FALSE,410,0.75213814,17705.33182,TRUE,8,8,22,17,Monday,Monday,Wednesday,Monday,10,31,2016,22,10,31,2016,22,9,28,2016,16,10,10,2016,20,12 days 04:03:01.000000000,21 days 02:40:48.000000000,21 days 02:40:48.000000000,12,21,21,1,Product Design
1547790530,Top Gun,10000,449,Technology,failed,top-gun,FALSE,CA,CAD,$,TRUE,2015-02-14 10:53,February,2015-02-14 10:53,2015-01-07 10:01,2015-01-15,2015,January,TRUE,14,0.83457546,374.7243815,FALSE,2,2,22,13,Saturday,Saturday,Wednesday,Thursday,2,14,2015,10,2,14,2015,10,1,7,2015,10,1,15,2015,10,8 days 00:51:57.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,8,30,30,0,Flight
1548704777,""" City Of Autism""   "" We Grow Geniuses """,288000,510,Technology,failed,city-of-autism-we-grow-geniuses,FALSE,CA,CAD,$,TRUE,2016-01-10 11:52,January,2016-01-10 11:52,2015-04-22 1:40,2015-12-11,2015,December,FALSE,5,0.73757627,376.1638977,FALSE,9,9,19,13,Sunday,Sunday,Wednesday,Friday,1,10,2016,11,1,10,2016,11,4,22,2015,1,12,11,2015,11,233 days 10:12:10.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,233,30,30,0,Software
1548808442,GoMote: a remote control for your smartphone,110000,879,Technology,failed,gomote-a-remote-control-for-your-smartphone,FALSE,CA,CAD,$,TRUE,2015-09-01 10:05,September,2015-09-01 10:05,2015-07-13 11:57,2015-07-23,2015,July,FALSE,29,0.77138412,678.0466415,FALSE,7,4,24,12,Tuesday,Tuesday,Monday,Thursday,9,1,2015,10,9,1,2015,10,7,13,2015,11,7,23,2015,10,9 days 22:08:15.000000000,40 days 00:00:00.000000000,40 days 00:00:00.000000000,9,40,40,0,Wearables
1550199354,Mosaic: Make your phone amazing in the ways it's not!,50000,88694,Technology,successful,mosaic-make-your-phone-amazing-in-the-ways-its-not,FALSE,CA,CAD,$,TRUE,2015-08-25 5:06,August,2015-08-25 5:06,2015-05-21 15:27,2015-07-21,2015,July,FALSE,327,0.7700316,68297.18273,TRUE,10,7,14,10,Tuesday,Tuesday,Thursday,Tuesday,8,25,2015,5,8,25,2015,5,5,21,2015,15,7,21,2015,5,60 days 13:38:31.000000000,35 days 00:00:00.000000000,35 days 00:00:01.000000000,60,35,35,1,Gadgets
1552116895,Tetrasound Technologies,285000,0,Technology,failed,tetrasound-technologies,FALSE,CA,CAD,$,TRUE,2016-10-14 5:24,October,2016-10-14 5:24,2016-09-10 20:49,2016-09-14,2016,September,FALSE,0,0.76589324,0,FALSE,2,2,18,12,Friday,Friday,Saturday,Wednesday,10,14,2016,5,10,14,2016,5,9,10,2016,20,9,14,2016,5,3 days 08:35:38.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,3,30,30,0,Hardware
1553920176,Desktop Graphics Card In Laptop - x16 Speeds,25000,520,Technology,failed,desktop-graphics-card-in-laptop-x16-speeds,FALSE,CA,CAD,$,TRUE,2016-07-16 16:16,July,2016-07-16 16:16,2016-06-14 21:13,2016-06-16,2016,June,FALSE,5,0.77794011,404.5288572,FALSE,8,8,18,12,Saturday,Saturday,Tuesday,Thursday,7,16,2016,16,7,16,2016,16,6,14,2016,21,6,16,2016,16,1 days 19:02:30.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,1,30,30,0,Hardware
1554184658,Helping Our Kids in this Rapidly Changing World!,100000,5,Technology,failed,helping-our-kids-in-this-rapidly-changing-world,FALSE,CA,CAD,$,TRUE,2016-01-09 13:23,January,2016-01-09 13:23,2015-11-29 13:23,2015-12-02,2015,December,FALSE,1,0.74940497,3.74702485,FALSE,8,6,18,13,Saturday,Saturday,Sunday,Wednesday,1,9,2016,13,1,9,2016,13,11,29,2015,13,12,2,2015,22,3 days 09:29:54.000000000,37 days 14:29:24.000000000,37 days 14:29:24.000000000,3,37,37,0,Apps
1556431375,QueBank Question Platform,120000,55,Technology,failed,quebank-question-platform,FALSE,CA,CAD,$,TRUE,2015-05-24 11:52,May,2015-05-24 11:52,2015-04-24 11:32,2015-04-24,2015,April,FALSE,2,0.81547112,44.8509116,FALSE,3,3,19,11,Sunday,Sunday,Friday,Friday,5,24,2015,11,5,24,2015,11,4,24,2015,11,4,24,2015,11,0 days 00:20:06.000000000,30 days 00:00:00.000000000,30 days 00:00:03.000000000,0,30,30,0,Web
1558575348,Curtain Call Productions Presents Legally Blonde The Musical,500,1,Theater,failed,curtain-call-productions-presents-legally-blonde-t,FALSE,CA,CAD,$,TRUE,2016-02-21 22:30,February,2016-02-21 22:30,2015-12-21 22:04,2015-12-23,2015,December,FALSE,1,0.71734622,0.71734622,FALSE,8,8,21,13,Sunday,Sunday,Monday,Wednesday,2,21,2016,22,2,21,2016,22,12,21,2015,22,12,23,2015,22,2 days 00:25:50.000000000,60 days 00:00:00.000000000,60 days 00:00:01.000000000,2,60,60,0,Musical
1562373588,Opensource hybrid manned quadrotor,120000,65,Technology,failed,opensource-hybrid-manned-quadrotor,FALSE,CA,CAD,$,TRUE,2015-07-25 17:51,July,2015-07-25 17:51,2013-08-05 15:04,2015-06-17,2015,June,FALSE,4,0.81164285,52.75678525,FALSE,4,4,11,9,Saturday,Saturday,Monday,Wednesday,7,25,2015,17,7,25,2015,17,8,5,2013,15,6,17,2015,17,681 days 02:48:20.000000000,37 days 23:58:11.000000000,37 days 23:58:11.000000000,681,37,37,0,Flight
1569011636,MicroEconomics: Mobile Classes,12000,0,Publishing,failed,microeconomics-mobile-classes,FALSE,CA,CAD,$,TRUE,2015-12-19 17:46,December,2015-12-19 17:46,2015-10-31 17:11,2015-11-04,2015,November,FALSE,0,0.76427883,0,FALSE,3,3,15,10,Saturday,Saturday,Saturday,Wednesday,12,19,2015,17,12,19,2015,17,10,31,2015,17,11,4,2015,17,4 days 00:34:20.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,4,45,45,0,Academic
1577324951,The Button stick on controller,15000,61,Technology,failed,the-button-stick-on-controller,FALSE,CA,CAD,$,TRUE,2015-04-22 14:53,April,2015-04-22 14:53,2015-03-19 22:16,2015-03-23,2015,March,FALSE,3,0.79604525,48.55876025,FALSE,5,4,6,5,Wednesday,Wednesday,Thursday,Monday,4,22,2015,14,4,22,2015,14,3,19,2015,22,3,23,2015,14,3 days 16:36:33.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,3,30,30,0,Gadgets
1578851473,Allgood Cuts,110000,15,Technology,failed,allgood-cuts,FALSE,CA,CAD,$,TRUE,2015-07-13 10:47,July,2015-07-13 10:47,2015-06-11 11:59,2015-06-13,2015,June,FALSE,1,0.81385242,12.2077863,FALSE,2,2,22,14,Monday,Monday,Thursday,Saturday,7,13,2015,10,7,13,2015,10,6,11,2015,11,6,13,2015,10,1 days 22:48:47.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,1,30,30,0,Web
1579498258,Khabay: Connecting Food lovers to people who love cooking,55000,5693,Technology,failed,khabay-connecting-food-lovers-to-people-who-love-c,FALSE,CA,CAD,$,TRUE,2016-09-12 17:25,September,2016-09-12 17:25,2016-06-15 10:15,2016-08-03,2016,August,FALSE,16,0.7625578,4341.241555,FALSE,9,7,21,12,Monday,Monday,Wednesday,Wednesday,9,12,2016,17,9,12,2016,17,6,15,2016,10,8,3,2016,17,49 days 07:10:26.000000000,40 days 00:00:00.000000000,40 days 00:00:00.000000000,49,40,40,0,Web
1579605872,Speedy cleaner,2000,0,Technology,failed,speedy-cleaner,FALSE,CA,CAD,$,TRUE,2015-03-05 20:07,March,2015-03-05 20:07,2014-11-30 16:40,2015-02-03,2015,February,FALSE,0,0.78534854,0,FALSE,2,2,17,11,Thursday,Thursday,Sunday,Tuesday,3,5,2015,20,3,5,2015,20,11,30,2014,16,2,3,2015,20,65 days 03:26:39.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,65,30,30,0,Software
1581578007,"EcoFan: Smarter, Quieter, Cheaper Bathroom/Washroom Fan(DIY)",800,1092,Technology,successful,ecofan-smarter-quieter-cheaper-bathroom-washroom-f,FALSE,CA,CAD,$,TRUE,2016-06-17 19:45,June,2016-06-17 19:45,2016-04-30 12:04,2016-05-18,2016,May,FALSE,32,0.77568807,847.0513724,TRUE,6,6,19,17,Friday,Friday,Saturday,Wednesday,6,17,2016,19,6,17,2016,19,4,30,2016,12,5,18,2016,19,18 days 07:40:41.000000000,30 days 00:00:00.000000000,30 days 00:00:14.000000000,18,30,30,1,DIY Electronics
1588861037,Seeed: Smart Password Generator,600,181,Technology,failed,seeed-smart-password-generator,FALSE,CA,CAD,$,TRUE,2016-07-31 20:21,July,2016-07-31 20:21,2016-06-22 17:14,2016-07-01,2016,July,FALSE,29,0.77181933,139.6992987,FALSE,4,4,22,13,Sunday,Sunday,Wednesday,Friday,7,31,2016,20,7,31,2016,20,6,22,2016,17,7,1,2016,20,9 days 03:07:18.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,9,30,30,0,Software
1592869176,Scorecliq: Ditch that Spreadsheet!,5000,57,Technology,failed,scorecliq-ditch-that-spreadsheet,FALSE,CA,CAD,$,TRUE,2016-03-11 12:18,March,2016-03-11 12:18,2016-01-10 15:19,2016-02-10,2016,February,FALSE,4,0.71771846,40.90995222,FALSE,4,3,13,8,Friday,Friday,Sunday,Wednesday,3,11,2016,12,3,11,2016,12,1,10,2016,15,2,10,2016,12,30 days 20:59:24.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,30,30,30,0,Web
1595427412,Be visible on the road - Bike reflectors - Self adhesive,50000,310,Technology,failed,be-visible-on-the-road-bike-reflectors-self-adhesi,FALSE,CA,CAD,$,TRUE,2015-04-05 13:31,April,2015-04-05 13:31,2015-03-05 9:23,2015-03-06,2015,March,FALSE,18,0.80373706,249.1584886,FALSE,11,9,22,16,Sunday,Sunday,Thursday,Friday,4,5,2015,13,4,5,2015,13,3,5,2015,9,3,6,2015,13,1 days 04:07:34.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,1,30,30,0,Hardware
1600983394,Educational Robot,100000,160,Technology,failed,educational-robot,FALSE,CA,CAD,$,TRUE,2015-05-06 22:40,May,2015-05-06 22:40,2015-03-31 18:27,2015-04-06,2015,April,FALSE,1,0.8009047,128.144752,FALSE,2,2,19,13,Wednesday,Wednesday,Tuesday,Monday,5,6,2015,22,5,6,2015,22,3,31,2015,18,4,6,2015,22,6 days 04:13:03.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,6,30,30,0,Robots
1612937210,ShortKey,3000,240,Technology,failed,shortkey,FALSE,CA,CAD,$,TRUE,2016-09-02 20:02,September,2016-09-02 20:02,2016-07-18 10:48,2016-08-03,2016,August,FALSE,6,0.7625578,183.013872,FALSE,1,1,6,6,Friday,Friday,Monday,Wednesday,9,2,2016,20,9,2,2016,20,7,18,2016,10,8,3,2016,20,16 days 09:13:53.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,16,30,30,0,Hardware
1617190011,"FHMatch | Fitness Health Match, Get connected. Get Balanced.",50000,5457,Technology,failed,fhmatch-fitness-health-match-get-connected-get-bal,FALSE,CA,CAD,$,TRUE,2015-08-29 17:25,August,2015-08-29 17:25,2015-07-16 23:11,2015-07-30,2015,July,FALSE,16,0.77247099,4215.374192,FALSE,9,9,19,13,Saturday,Saturday,Thursday,Thursday,8,29,2015,17,8,29,2015,17,7,16,2015,23,7,30,2015,17,13 days 18:13:59.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,13,30,30,0,Web
1618318848,Patti: Art & Pattern Application,3000,88,Technology,failed,patti-art-and-pattern-application,FALSE,CA,CAD,$,TRUE,2016-02-05 18:06,February,2016-02-05 18:06,2015-09-07 3:01,2016-01-06,2016,January,FALSE,7,0.71908716,63.27967008,FALSE,5,5,22,15,Friday,Friday,Monday,Wednesday,2,5,2016,18,2,5,2016,18,9,7,2015,3,1,6,2016,18,121 days 15:04:58.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,121,30,30,0,Software
1619196326,TetraGear - Innovative Safety Lights for Wheeled Commuters,70000,73627,Technology,successful,tetragear-innovative-safety-lights-for-wheeled-com,FALSE,CA,CAD,$,TRUE,2016-05-25 23:00,May,2016-05-25 23:00,2016-03-16 21:27,2016-04-25,2016,April,TRUE,281,0.78864602,58065.64051,TRUE,8,7,9,7,Wednesday,Wednesday,Wednesday,Monday,5,25,2016,23,5,25,2016,23,3,16,2016,21,4,25,2016,15,39 days 17:32:21.000000000,30 days 07:59:46.000000000,30 days 07:59:46.000000000,39,30,30,1,Gadgets
1620321663,"LocoBiz, Put your Skills on The Map!",7000,61,Technology,failed,locobiz-community-classifieds,FALSE,CA,CAD,$,TRUE,2016-06-03 10:30,June,2016-06-03 10:30,2016-04-15 15:42,2016-04-19,2016,April,FALSE,5,0.77359863,47.18951643,FALSE,7,5,3,3,Friday,Friday,Friday,Tuesday,6,3,2016,10,6,3,2016,10,4,15,2016,15,4,19,2016,10,3 days 18:47:56.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,3,45,45,0,Web
1627847465,Starting a Prayerwalking Movement!,20000,1214,Technology,failed,starting-a-prayerwalking-movement,FALSE,CA,CAD,$,TRUE,2016-02-20 13:00,February,2016-02-20 13:00,2015-11-09 11:57,2016-01-14,2016,January,FALSE,9,0.70227678,852.5640109,FALSE,4,3,23,14,Saturday,Saturday,Monday,Thursday,2,20,2016,13,2,20,2016,13,11,9,2015,11,1,14,2016,6,65 days 18:38:09.000000000,37 days 06:24:19.000000000,37 days 06:24:20.000000000,65,37,37,0,Software
1628266420,The Beat Den,10000,25,Technology,failed,the-beat-den,FALSE,CA,CAD,$,TRUE,2015-04-11 18:39,April,2015-04-11 18:39,2015-03-10 12:17,2015-03-12,2015,March,FALSE,1,0.78849553,19.71238825,FALSE,3,3,15,10,Saturday,Saturday,Tuesday,Thursday,4,11,2015,18,4,11,2015,18,3,10,2015,12,3,12,2015,18,2 days 06:22:15.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,2,30,30,0,Web
1631425912,Bee Bay Micro Auctions,500,0,Technology,failed,bee-bay-micro-auctions,FALSE,CA,CAD,$,TRUE,2016-11-27 13:59,November,2016-11-27 13:59,2016-11-14 8:27,2016-11-15,2016,November,FALSE,0,0.73795074,0,FALSE,4,4,22,14,Sunday,Sunday,Monday,Tuesday,11,27,2016,13,11,27,2016,13,11,14,2016,8,11,15,2016,13,1 days 05:31:42.000000000,12 days 00:00:00.000000000,12 days 00:00:00.000000000,1,12,12,0,Web
1631740562,Private Key Encrypted Email,5000,7,Technology,failed,private-key-encrypted-email,FALSE,CA,CAD,$,TRUE,2015-03-23 17:06,March,2015-03-23 17:06,2014-11-02 15:27,2015-02-21,2015,February,FALSE,3,0.80114018,5.60798126,FALSE,4,4,15,10,Monday,Monday,Sunday,Saturday,3,23,2015,17,3,23,2015,17,11,2,2014,15,2,21,2015,17,111 days 01:39:20.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,111,30,30,0,Software
1633555502,One Button Survey (OBS),75000,21076,Technology,failed,one-button-survey-obs,FALSE,CA,CAD,$,TRUE,2017-01-27 11:25,January,2017-01-27 11:25,2016-06-17 12:50,2016-11-28,2016,November,FALSE,8,0.73969421,15589.79517,FALSE,4,4,19,15,Friday,Friday,Friday,Monday,1,27,2017,11,1,27,2017,11,6,17,2016,12,11,28,2016,11,163 days 22:34:39.000000000,60 days 00:00:00.000000000,60 days 00:00:01.000000000,163,60,60,0,Hardware
1635503478,Sensorian Shield: The Physical World Meets Cloud Computing,7500,25442,Technology,successful,sensorian-shield-the-physical-world-meets-cloud-co,FALSE,CA,CAD,$,TRUE,2015-06-26 7:59,June,2015-06-26 8:00,2015-05-26 10:27,2015-05-27,2015,May,TRUE,397,0.81229688,20666.45722,TRUE,8,8,17,10,Friday,Friday,Tuesday,Wednesday,6,26,2015,7,6,26,2015,8,5,26,2015,10,5,27,2015,7,0 days 21:31:42.000000000,30 days 00:00:00.000000000,30 days 00:00:41.000000000,0,30,30,1,DIY Electronics
1636160436,Vigek IOT Core – An IOT Platform that can take photos,1000,3300,Technology,successful,vigek-iot-core-an-iot-platform-that-can-take-photo,FALSE,CA,CAD,$,TRUE,2015-07-05 2:29,July,2015-07-05 2:30,2015-05-28 7:44,2015-06-10,2015,June,FALSE,65,0.80592451,2659.550883,TRUE,11,9,24,15,Sunday,Sunday,Thursday,Wednesday,7,5,2015,2,7,5,2015,2,5,28,2015,7,6,10,2015,2,12 days 18:45:55.000000000,25 days 00:00:00.000000000,25 days 00:00:12.000000000,12,25,25,1,DIY Electronics
1637286986,iBarter,40000,1,Technology,failed,ibarter,FALSE,CA,CAD,$,TRUE,2017-01-21 12:49,January,2017-01-21 12:49,2016-12-21 22:40,2016-12-22,2016,December,FALSE,1,0.74839824,0.74839824,FALSE,1,1,18,11,Saturday,Saturday,Wednesday,Thursday,1,21,2017,12,1,21,2017,12,12,21,2016,22,12,22,2016,12,0 days 14:08:43.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0,30,30,0,Web
1639415417,REVERB: A Queer Reading Series,1500,1654,Theater,successful,reverb-a-queer-reading-series,FALSE,CA,CAD,$,TRUE,2015-02-10 21:00,February,2015-02-10 21:00,2015-01-06 19:24,2015-01-21,2015,January,FALSE,55,0.83508771,1381.235072,TRUE,5,5,16,14,Tuesday,Tuesday,Tuesday,Wednesday,2,10,2015,21,2,10,2015,21,1,6,2015,19,1,21,2015,15,14 days 20:13:27.000000000,20 days 05:22:07.000000000,20 days 05:22:19.000000000,14,20,20,1,Festivals
1643093130,Customatic - Make Windows 10 look and work the way you want.,6500,10637,Technology,successful,customatic-make-windows-10-look-and-work-the-way-y,FALSE,CA,CAD,$,TRUE,2016-08-31 15:39,August,2016-08-31 15:39,2016-07-15 17:02,2016-08-01,2016,August,FALSE,600,0.76737844,8162.604466,TRUE,12,9,16,10,Wednesday,Wednesday,Friday,Monday,8,31,2016,15,8,31,2016,15,7,15,2016,17,8,1,2016,15,16 days 22:37:03.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,16,30,30,1,Software
1645898079,Flex Timer - Bluetooth Enabled Interval Training Wall Clock,5000,7000,Technology,successful,flex-timer-bluetooth-enabled-interval-training-wal,FALSE,CA,CAD,$,TRUE,2015-08-10 10:36,August,2015-08-10 10:36,2015-06-12 8:17,2015-07-10,2015,July,FALSE,36,0.78603313,5502.23191,TRUE,9,9,19,13,Monday,Monday,Friday,Friday,8,10,2015,10,8,10,2015,10,6,12,2015,8,7,10,2015,10,28 days 02:18:52.000000000,31 days 00:00:00.000000000,31 days 00:00:03.000000000,28,31,31,1,Hardware
1646836852,SplashDock,197000,3712,Technology,failed,splashdock,FALSE,CA,CAD,$,TRUE,2015-02-05 11:49,February,2015-02-05 11:49,2014-03-06 22:18,2015-01-06,2015,January,FALSE,34,0.84738797,3145.504145,FALSE,1,1,19,13,Thursday,Thursday,Thursday,Tuesday,2,5,2015,11,2,5,2015,11,3,6,2014,22,1,6,2015,11,305 days 13:31:48.000000000,30 days 00:00:00.000000000,30 days 00:00:01.000000000,305,30,30,0,Gadgets
1647751244,Temper Tantrum Air Racing Team,60000,1677,Technology,failed,temper-tantrum-air-racing-team,FALSE,CA,CAD,$,TRUE,2015-03-20 12:38,March,2015-03-20 12:38,2015-01-16 9:49,2015-02-18,2015,February,FALSE,7,0.80337804,1347.264973,FALSE,5,5,25,17,Friday,Friday,Friday,Wednesday,3,20,2015,12,3,20,2015,12,1,16,2015,9,2,18,2015,12,33 days 02:49:07.000000000,29 days 23:59:29.000000000,29 days 23:59:29.000000000,33,29,29,0,Flight
1648421904,Halcyon 6: Starbase Commander,40000,187706.54,Games,successful,halcyon-6-starbase-commander,FALSE,CA,CAD,$,TRUE,2015-04-09 2:59,April,2015-04-09 3:00,2014-02-26 14:17,2015-03-10,2015,March,TRUE,6396,0.79256134,148768.9469,TRUE,4,4,16,14,Thursday,Thursday,Wednesday,Tuesday,4,9,2015,2,4,9,2015,3,2,26,2014,14,3,10,2015,2,376 days 12:42:13.000000000,30 days 00:00:00.000000000,30 days 00:00:31.000000000,376,30,30,1,Video Games
1659662527,PicGlu a New Tool for Better Selfies,1000,2523,Technology,successful,picglu-a-new-tool-for-better-selfies,FALSE,CA,CAD,$,TRUE,2015-12-08 7:48,December,2015-12-08 7:48,2015-09-29 12:42,2015-11-17,2015,November,FALSE,94,0.75085504,1894.407266,TRUE,7,5,19,14,Tuesday,Tuesday,Tuesday,Tuesday,12,8,2015,7,12,8,2015,7,9,29,2015,12,11,17,2015,7,48 days 19:06:01.000000000,21 days 00:00:00.000000000,21 days 00:00:01.000000000,48,21,21,1,Hardware
1667333408,ARTSTATE - GPS Solar Watch,50000,24023,Technology,failed,artstate-gps-solar-watch,FALSE,CA,CAD,$,TRUE,2015-11-13 0:34,November,2015-11-13 0:34,2015-09-22 2:51,2015-10-04,2015,October,FALSE,90,0.75944387,18244.12009,FALSE,5,5,25,16,Friday,Friday,Tuesday,Sunday,11,13,2015,0,11,13,2015,0,9,22,2015,2,10,4,2015,0,11 days 21:42:47.000000000,40 days 00:00:00.000000000,40 days 00:00:02.000000000,11,40,40,0,Wearables
1672762881,Fanatalks - A website for sports fans,10000,0,Technology,failed,fanatalks-a-website-for-sports-fans,FALSE,CA,CAD,$,TRUE,2015-12-06 10:01,December,2015-12-06 10:01,2015-10-27 10:37,2015-11-06,2015,November,FALSE,0,0.76084914,0,FALSE,7,6,22,14,Sunday,Sunday,Tuesday,Friday,12,6,2015,10,12,6,2015,10,10,27,2015,10,11,6,2015,10,9 days 23:24:17.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,9,30,30,0,Web
